;;;;;;;;;;;;48.9071744532;2.44926669558
;;;;;;;;;;;;48.8918267548;2.23799204322
;;;;;;;;;;;;48.8971999;, 2.222709
;;;;;;;;;;;;48.895046271;.19560952099
;;;;;;;;;;;;48.8351087742;2.47168391616
;;;;;;;;;;;;48.6981859; 2.1367431
;;;;;;;;;;;;48.8744527757; 2.2963258095
;;;;;;;;;;;;48.8297852635;2.37760379931
;;;;;;;;;;;;48.8439152396;2.37288976988
;;;;;;;;;;;;48.8269104; 2.3661972
;;;;;;;;;;;;48.8731477; 2.3295277
;;;;;;;;;;;;48.8740658; 2.2951493
;;;;;;;;;;;;48.8582910264;2.34832818425
;;;;;;;;;;;;48.84436; 2.37291
;;;;;;;;;;;;48.8484803444;2.39676520958
;;;;;;;;;;;;48.84082; 2.55154
;;;;;;;;;;;;48.8332144; 2.3333365
;;;;;;;;;;;;48.8153713; 2.3408362
;;;;;;;;;;;;48.864195005;.28784733866
;;;;;;;;;;;;48.7873030427;2.36741015213
;;;;;;;;;;;;48.9231769938;2.28605910173
;;;;;;;;;;;;48.83346; 2.38607
;;;;;;;;;;;;48.8734641909;2.29638108801
;;;;;;;;;;;;48.8622381;, 2.345496
;;;;;;;;;;;;48.84078; 2.54804
;;;;;;;;;;;;48.8978899; 2.0947665
;;;;;;;;;;;;48.806419609;.47204505095
;;;;;;;;;;;;48.754827485;2.3008650706
;;;;;;;;;;;;48.725109;2.2606361
;;;;;;;;;;;;48.7803641766;2.28169822373
;;;;;;;;;;;;48.8507957557;2.34503088837
;;;;;;;;;;;;48.8669992312;2, 2.32113887
;;;;;;;;;;;;48.9307430525; 2.2839511234
;;;;;;;;;;;;48.8401922444;2.37947725727
;;;;;;;;;;;;48.8588572844;2.34776985674
;;;;;;;;;;;;48.8684969702;2.78225973056
;;;;;;;;;;;;48.9012519062;2, 2.21599944
;;;;;;;;;;;;48.8554970483;2.77360843322
;;;;;;;;;;;;48.8205877; 2.3390071
;;;;;;;;;;;;48.869956563;.32534764746
;;;;;;;;;;;;48.8656737; 2.3344599
;;;;;;;;;;;;48.8755285693; 2.3241201113
;;;;;;;;;;;;48.8872220605;2.17062320493
;;;;;;;;;;;;48.8979364; 2.0948768
;;;;;;;;;;;;0;0
;;;;;;;;;;;;48.7800509378;2.31216262596
;;;;;;;;;;;;48.8078440474;2.33302280652
;;;;;;;;;;;;48.7028686842;2.07060021452
